Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Nidhi Rohatgi,Dermatologist,"MBBS, DVD",28,Safdarjung Development Area,Delhi,100,90,1700
Dr. Gaurav Bhardwaj,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Pusa Road,Delhi,100,74,1500
Dr. Jangid,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",16,Saket,Delhi,94,1116,1200
Dr. Parul Singh,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Kalkaji,Delhi,94,1116,1000
Dr. Mukesh Manjhi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Lajpat Nagar,Delhi,94,1116,500
Dr. Soni Nanda,Dermatologist,"MD - Dermatology and Venerology, MBBS",22,Mayur Vihar Ph-I,Delhi,97,612,1000
Dr. Deepak Jakhar,Dermatologist,"MD - Dermatology, MBBS",9,Dwarka Sector 19,Delhi,97,612,600
Dr. Latika Arya,Dermatologist,"MBBS, MD - Dermatology and Venerology",30,Defence Colony,Delhi,97,1071,2600
Dr. Abhishek Sharma,Dermatologist,"MD - Physician, MD - Dermatology , Venereology & Leprosy",12,South Extension 1,Delhi,100,162,1000
Dr. Prakash Kumar Khute,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Greater Kailash Part 1,Delhi,98,183,1000
Dr. Indu Kumari,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Malviya Nagar,Delhi,94,32,1000
Dr. Rashmi Naldeega,Dermatologist,"DDVL, MBBS",10,Mehrauli,Delhi,88,24,600
Dr. Jyoti Gupta,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Panchsheel Enclave,Delhi,98,1031,2000
Dr. Sumit Gupta,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Punjabi Bagh,Delhi,99,736,1000
Dr. Kavish Chouhan,Dermatologist,"MD - Dermatology and Venerology, MBBS",16,Defence Colony,Delhi,91,1343,1500
Dr. Jai Dhingra,Dermatologist,"MBBS, DNB - Dermatology & Venereology",12,Pitampura,Delhi,99,162,600
Dr. Geetali Kharghoria,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",8,Defence Colony,Delhi,99,162,800
Dr. Shirin Bakshi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",6,Saket,Delhi,99,162,1000
Dr. Tanvi Gupta Arora,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",12,Pusa Road,Delhi,99,162,1000
Dr. Ritu Gupta,Dermatologist,"MBBS, MD - Dermatology",25,Patparganj,Delhi,86,320,800
Dr. Niharika Dixit,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Dwarka,Delhi,86,320,700
Dr. J.K. Jain,Dermatologist,"MBBS, Diploma in Dermatology",53,Patparganj,Delhi,86,320,600
Dr. Neha Taneja,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",9,Defence Colony,Delhi,86,320,1000
Dr. Chiranjiv Chhabra,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",27,Panchsheel Park,Delhi,55,20,2000
Dr. Meenakshi Kapoor,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Paschim Vihar,Delhi,95,60,800
Dr. Alisha Aneja,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Rohini,Delhi,95,60,800
Dr. Aneet Kaur,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",5,Anand Vihar,Delhi,95,60,600
Dr. Safa I.Patrik,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",8,Anand Vihar,Delhi,95,60,600
Dr. Kiran Katkar,Dermatologist,"MBBS, DVD, MD - Skin Diseases",38,Dadar West,Mumbai,93,601,1200
Dr. Jolly Shah Kapadia,Dermatologist,"DNB - Dermatology & Venereology, MBBS, DVD",24,Mulund West,Mumbai,95,1072,1000
Dr. Vikas Halwai,Dermatologist,"MBBS, DVD",14,Chinchpokli,Mumbai,91,108,800
Dr. Resham Vasani Bhojani,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DDVL, FCPS - Dermatology & Venereology",24,Matunga,Mumbai,99,525,1700
Dr. Mohd Asif,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Santacruz West,Mumbai,100,132,1000
Dr. Neha V Shah,Dermatologist,"MBBS, DVD",14,Ghatkopar East,Mumbai,99,288,1000
Dr. Sujit Shanshanwal,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,Santacruz West,Mumbai,99,1026,1000
Dr. Haresh  Timbadia,Dermatologist,"MD - Skin Diseases, MBBS",42,Borivali West,Mumbai,95,207,1200
Dr. Rajeev Dhir,Dermatologist,"MBBS, MD - Dermatology and Venerology",42,Powai,Mumbai,80,15,1500
Dr. Vaishali Kanthi,Dermatologist,"MBBS, MD - Skin Diseases",25,Bhandup West,Mumbai,87,194,800
Dr. Sonia Tekchandani,Dermatologist,"DVD, MBBS",37,Malad West,Mumbai,93,419,2000
Dr. Sejal Saheta,Dermatologist,"DNB - Dermatology & Venereology, MBBS",19,Powai,Mumbai,95,348,1000
Dr. Pallavi Rathi,Dermatologist,"MD - Skin Diseases, DDVL, FCPS - Dermatology, Venereology & Leprosy, MBBS",19,Andheri East,Mumbai,90,592,1000
Dr. Ganesh Avhad,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Sion,Mumbai,99,106,800
Dr. Priyam Bhagat,Dermatologist,"MD - Skin & VD, Diploma in Dermatology, MBBS",20,Goregaon East,Mumbai,98,462,1200
Dr. Shubhangi Mahajan,Dermatologist,"MBBS, DDVL",13,Parel,Mumbai,100,88,800
Dr. Sarika Holmukhe,Dermatologist,"DNB - Dermatology & Venereology, MBBS, DDVL",18,Andheri West,Mumbai,95,305,1000
Dr. Yogesh Kalyanpad,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,Santacruz West,Mumbai,100,459,1000
Dr. Prajct Sao,Dermatologist,"MBBS, MD - Dermatology",21,Lower Parel,Mumbai,93,122,1000
Dr. Priyal Gala,Dermatologist,"MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology, MBBS",14,Matunga,Mumbai,100,72,1200
Dr. Raina Nahar,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Andheri West,Mumbai,92,335,1000
Dr. Sadhana Deshmukh,Dermatologist,"MBBS, DNB - Dermatology & Venereology, FCPS - Dermatology, Venereology & Leprosy",20,Bandra West,Mumbai,97,515,1500
Dr. Priyanka S Jain,Dermatologist,"MBBS, DDVL, DNB - Dermatology & Venereology",12,Sion,Mumbai,98,114,1100
Dr. Mithali Jage,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",9,Sion,Mumbai,98,109,1000
Dr. Sunil Ghate,Dermatologist,"MD - Dermatology, MBBS, Diploma in Dermatology",23,Chembur East,Mumbai,80,30,1000
Dr. Niketa Sonavane,Dermatologist,"Diploma in Dermatology, MBBS",18,Andheri West,Mumbai,93,583,3000
Dr. Joshika Bhandary,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Andheri West,Mumbai,93,583,900
Dr. Ujjvala Jadhav,Dermatologist,"FCPS - Dermatology, Venereology & Leprosy, DVD, MBBS",24,Goregaon East,Mumbai,93,167,1000
Dr. Minal M Thamke Pawar,Dermatologist,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS",17,Mulund East,Mumbai,99,96,800
Dr. Apeksha Chaudhari,Dermatologist,"MBBS, DVD",9,Marol,Mumbai,98,92,800
Dr. Suraj Shetty,Dermatologist,"MBBS, DDVL",14,Andheri West,Mumbai,98,127,900
Dr. Pradnya Manwatkar,Dermatologist,"MBBS, DDVL",18,Mahim,Mumbai,98,585,1500
Dr. Pooja Chopra,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",16,Andheri West,Mumbai,96,82,1500
Dr. Gauri Patil,Dermatologist,"DDVL, MBBS",12,Dadar,Mumbai,91,11,700
Dr. Raashi Mehta,Dermatologist,"MBBS, DNB - Dermatology & Venereology",13,Peddar Road,Mumbai,96,70,1500
Dr. Gayatri Bharadwaj,Dermatologist,"MBBS, DVD",33,Mulund West,Mumbai,84,297,1500
Dr. Geoffrey Vaz,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",11,Versova,Mumbai,94,17,1000
Dr. Anuja Jadhav,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",6,Dadar,Mumbai,98,50,900
Dr. Rameshwar Gutte,Dermatologist,"MBBS, MD - Dermatology, DVD",19,Powai,Mumbai,95,190,1100
Dr. Rahul Siraskar,Dermatologist,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy",14,Sion,Mumbai,97,36,1000
Dr. Malay Mehta,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",12,Vileparle West,Mumbai,96,113,1000
Dr. Anmol,Dermatologist,"MD - Dermatology, MBBS",5,Chembur,Mumbai,85,13,800
Dr. Bhushan S  Bawankar,Dermatologist,"MBBS, DVD",13,Matunga West,Mumbai,96,150,1000
Dr. Prasad Wankhede,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Worli,Mumbai,98,45,1200
Dr. Chirag Desai,Dermatologist,DDVL,13,Dadar East,Mumbai,98,45,1000
Dr. Shruti Chavan,Dermatologist,"MBBS, Diploma in Dermatology",13,Andheri West,Mumbai,100,59,1200
Dr. Ismail Shaikh,Dermatologist,"MD - Skin & VD, MBBS",25,Colaba,Mumbai,92,12,1000
Dr. Nidhi Shah,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Marine Lines,Mumbai,100,45,1250
Dr. Nikita Jadhav,Dermatologist,"MD - Dermatology, MBBS",9,Lal baug,Mumbai,88,26,1200
Dr. Simple Aher,Dermatologist,"MBBS, DVD",14,Andheri West,Mumbai,88,26,2000
Dr. Mansi Sanghvi,Dermatologist,"MBBS, DNB - Dermatology & Venereology",19,Powai,Mumbai,97,99,1200
Dr. Shaurya Rohatgi,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",14,Andheri West,Mumbai,96,248,1000
Dr. Deepam J. Shah,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Opera House,Mumbai,96,495,1500
Dr. Anju Bijoy Methil,Dermatologist,"MBBS, DVD, MD - Dermatology",29,Andheri West,Mumbai,96,660,1200
Dr. Sanjay S Chopra,Dermatologist,"MBBS, DVD",12,Parel,Mumbai,96,185,1100
Dr. Sharmila Nayak,Dermatologist,"MBBS, DVD",25,Andheri West,Mumbai,97,304,1500
Dr. Kaleem Khan,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,Santacruz West,Mumbai,97,70,1500
Dr. Sana Bhamla,Dermatologist,"MBBS, DVD",15,Mumbai Central,Mumbai,95,298,1500
Dr. Mansi Bhatt,Dermatologist,MBBS,7,Prabhadevi,Mumbai,95,298,600
Dr. Smriti Naswa Singh,Dermatologist,"MD - Dermatology, MBBS",14,Mulund West,Mumbai,95,298,1500
Dr. Ashvith Shetty,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",15,Powai,Mumbai,98,249,1100
Dr. Zeenat Bhalwani,Dermatologist,"MBBS, MD - Skin & VD",22,Andheri West,Mumbai,99,477,1500
Dr. Amit Gulati,Dermatologist,"MBBS, DDVL",16,Malad West,Mumbai,99,69,750
Dr. Ravindra Dargainya,Dermatologist,"MBBS, DDV",15,Malad West,Mumbai,79,174,700
Dr. Ami Dedhia,Dermatologist,"DNB - Dermatology & Venereology, MBBS",13,Khar West,Mumbai,100,50,1000
Dr. Gitika Sanodia,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Powai,Mumbai,100,15,1200
Dr. Sushrut Save,Dermatologist,"MBBS, DNB - Dermatology & Venereology",15,Dadar,Mumbai,97,128,1500
Dr. Vibha Murarka,Dermatologist,"MBBS, DVD",20,Girgaon,Mumbai,99,397,1700
Dr. Raghunandan Torsekar,Dermatologist,"MBBS, MD - Dermatology",24,Mulund West,Mumbai,99,397,1300
Dr. Radhika Kopikar,Dermatologist,"DDVL, MBBS",14,Vikhroli East,Mumbai,97,355,800
Dr. Meghna Mour,Dermatologist,"MBBS, DVD",24,Vileparle East,Mumbai,94,533,1000
Dr. Pratik Thacker,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,Borivali West,Mumbai,97,34,800
Dr. Prachi Saraogi,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",15,Malad East,Mumbai,99,238,800
Dr. Bindu Sthalekar,Dermatologist,"MD - Skin Diseases, DVD, MBBS",35,Khar West,Mumbai,96,232,3000
Dr. Kinjal Rambhia Gulati,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Malad West,Mumbai,96,28,750
Dr. Maxim Dmello,Dermatologist,"MBBS, DVD",36,Borivali West,Mumbai,97,94,850
Dr. Vaidehi Saigaonkar Newaskar,Dermatologist,"MBBS, Diploma in Dermatology",13,Bandra West,Mumbai,100,141,1500
Dr. D.G. Saple,Dermatologist,"MBBS, MD - Skin Diseases, DVD, FCPS - Dermatology & Venereology",49,Mahim,Mumbai,89,224,1300
Dr. Ajay Nimbalkar,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",12,Khar West,Mumbai,95,100,1200
Dr. Maithili Kamat,Dermatologist,"MBBS, MD - Skin Diseases",26,Mahim,Mumbai,92,24,1800
Dr. Vindhya Raparla,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Marine Lines,Mumbai,100,59,1250
Dr. Nimesh Mehta,Dermatologist,"MBBS, MD - Dermatology",27,Mahim,Mumbai,89,19,1800
Dr. Shareefa Chause,Dermatologist,"MBBS, DVD",10,Chembur,Mumbai,89,19,1200
Dr. Sneha Gupta Palvia,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Grant Road,Mumbai,100,14,0
Dr. Meeth Atawane,Dermatologist,"DNB - Dermatology, Venereology & Leprosy, MBBS",13,Andheri East,Mumbai,100,211,1000
Dr. Priyanka Ghuge Avhad,Dermatologist,"MBBS, DNB - Dermatology & Venereology",13,Sion,Mumbai,95,40,800
Dr. Rucha Kagne,Dermatologist,"MBBS, DDVL, FCPS - Dermatology, Venereology & Leprosy",22,Mahim,Mumbai,99,208,1500
Dr. Saloni Vora,Dermatologist,"MBBS, DVD",9,Marine Lines,Mumbai,92,86,1250
Dr. Shankar Sawant,Dermatologist,"MBBS, MD - Dermatology",21,Mahim,Mumbai,92,86,1300
Dr. Shikha Shah,Dermatologist,"MBBS, DDV",9,Andheri West,Mumbai,97,32,1000
Dr. Pallavi Sule,Dermatologist,"MBBS, DDVL",13,Powai,Mumbai,95,81,1000
Dr. Mamta Jain,Dermatologist,"MBBS, MD - Skin Diseases, DVD",23,Andheri West,Mumbai,95,81,1500
Dr. Usha Beloskar,Dermatologist,"MBBS, Diploma in Dermatology",27,Mahim,Mumbai,95,81,1300
Dr. Manisha Jethava,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Mulund West,Mumbai,91,11,900
Dr. Meryl Rebello,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Malad West,Mumbai,100,13,900
Dr. Angela,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Chembur,Mumbai,100,13,800
Dr. Gauri K Godse,Dermatologist,"MBBS, DDV",5,Mahim,Mumbai,100,13,1300
Dr. P Senthil   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy, Diploma in Acupuncture",24,JP Nagar 7 Phase,Bangalore,96,97,450
Dr. Archita Tiwari   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Koramangala 6 Block,Bangalore,99,296,500
Dr. Amit K Shrivastav   (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",17,BTM Layout 2nd Stage,Bangalore,96,822,750
Dr. Suresh Babu   (Physiotherapist),Physiotherapist,BPTh/BPT,22,Marathahalli,Bangalore,85,73,400
Dr. Subodh  Kumar Mahato   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",10,Dasarahalli,Bangalore,100,43,500
Dr. Jyoti Raghavendra   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",17,Marathahalli,Bangalore,94,744,400
Dr. Anant Kumar Bairagi   (Physiotherapist),Physiotherapist,"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",13,Nagarbhavi,Bangalore,100,11,400
Dr. Mahesh G   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Jayanagar,Bangalore,98,1266,500
Dr. Nandan Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,23,JP Nagar 2 Phase,Bangalore,99,854,500
Dr. Pooja Pandey Tripathi   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",19,Bannerghatta Road,Bangalore,98,143,400
Dr. Palanivel Mayavan   (Physiotherapist),Physiotherapist,"MPTh/MPT - Sports Physiotherapy, BPTh/BPT",24,Ulsoor,Bangalore,97,78,600
Dr. Shilpi Sarthi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Paediatric Physiotherapy",16,Hennur,Bangalore,93,42,550
Dr. P.V Rajan   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",14,Frazer Town,Bangalore,98,172,400
Dr. Kumar Manvendra   (Physiotherapist),Physiotherapist,BPTh/BPT,21,L B Sashtrinagar,Bangalore,98,172,400
Dr. Richa Singh,Physiotherapist,BPTh/BPT,15,HSR Layout,Bangalore,93,242,700
Dr. S Gomathi   (Physiotherapist),Physiotherapist,BPTh/BPT,25,Bannerghatta Road,Bangalore,98,643,400
Dr. Shruti Ganatra   (Physiotherapist),Physiotherapist,BPTh/BPT,17,CV Raman Nagar,Bangalore,100,166,400
Dr. Sheema Shabir   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Richmond Town,Bangalore,100,14,500
Dr. Shruti Jain   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15,Whitefield,Bangalore,97,63,500
Dr. Nivrith Chambra   (Physiotherapist),Physiotherapist,BPTh/BPT,10,CV Raman Nagar,Bangalore,100,169,400
Dr. Ibhnu Hussain Gaffar   (Physiotherapist),Physiotherapist,BPTh/BPT,14,HSR Layout,Bangalore,98,50,500
Dr. Swathi   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",11,Malleswaram,Bangalore,100,24,700
Dr. Bhagya Sri   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Whitefield,Bangalore,100,24,300
Dr. Gaurav Sheel   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,13,Kundalahalli,Bangalore,94,17,550
Dr. Vanitha Pudukapu   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Whitefield,Bangalore,100,23,300
Dr. Shamraz Abbas   (Physiotherapist),Physiotherapist,BPTh/BPT,10,BTM Layout 2nd Stage,Bangalore,100,23,500
Dr. Veena Sisodia   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",19,HSR Layout,Bangalore,88,16,550
Dr. Valmiki Karthik   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Whitefield,Bangalore,94,71,750
Dr. Nizam Hamza   (Physiotherapist),Physiotherapist,BPTh/BPT,7,KR Puram,Bangalore,100,26,450
Dr. Archishubhra Pal   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",17,Hennur,Bangalore,98,212,550
Dr. Deepthi Panem   (Physiotherapist),Physiotherapist,BPTh/BPT,7,Whitefield,Bangalore,98,212,300
Dr. Riddi Suvarna   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Banashankari 2nd Stage,Bangalore,98,212,750
Dr. B.Girija Reddy   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Urology and Obstetrics",5,Whitefield,Bangalore,98,212,800
Dr. Ganapathy M D   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",17,HRBR Layout,Bangalore,98,212,400
Dr. Priyanka Shamanth   (Physiotherapist),Physiotherapist,BPTh/BPT,18,Basavanagudi,Bangalore,97,58,300
Dr. Himanshu Bhagat   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Mahadevapura,Bangalore,98,47,2800
Dr. Aditi Deshmukh   (Physiotherapist),Physiotherapist,BPTh/BPT,1,Banashankari 3rd Stage,Bangalore,98,47,500
Dr. Aishwarya Srinivasa   (Physiotherapist),Physiotherapist,BPTh/BPT,1,Banashankari 3rd Stage,Bangalore,98,47,500
Dr. Avanthi Prabhakar   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Kundalahalli,Bangalore,96,55,450
Dr. S.Vijeendran   (Physiotherapist),Physiotherapist,"BSc - Exercise Therapy for Disabled, MPT/MPTh - Cardio-Thoracic Physiotherapy",24,Banashankari 1st Stage,Bangalore,96,55,500
Dr. Sathish   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,6,Nagawara,Bangalore,96,55,1000
Dr. Kenneth G. Hebick   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",23,Malleswaram,Bangalore,96,55,710
Dr. Ponkhi Sharma   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Banashankari 3rd Stage,Bangalore,100,73,550
Dr. Suman Sharma   (Physiotherapist),Physiotherapist,BPTh/BPT,11,JP Nagar 7 Phase,Bangalore,100,73,500
Dr. Anusha K.K   (Physiotherapist),Physiotherapist,BPTh/BPT,1,Jayanagar 7 Block,Bangalore,100,73,500
Dr. U Poovazhagan   (Physiotherapist),Physiotherapist,"BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY)",15,KR Puram,Bangalore,100,73,1200
Dr. Manu Raj   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Jayanagar,Bangalore,100,73,400
Dr. Surendra Chaudhary   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Koramangala 6 Block,Bangalore,100,73,400
Dr. Hemanth Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,14,HSR Layout,Bangalore,100,73,700
Dr. Arun Kumar Rawal   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",12,Indiranagar,Bangalore,99,95,1500
Dr. Kavitha Bhaskar   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,4,Peenya,Bangalore,100,12,500
Dr. Irshad Akram Pasha   (Physiotherapist),Physiotherapist,BPTh/BPT,2,Richmond Town,Bangalore,100,12,400
Dr. Jyothi K R   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",13,Kundalahalli,Bangalore,100,12,550
Dr. Devika K M   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,3,HSR Layout,Bangalore,100,12,700
Dr. Samson   (Physiotherapist),Physiotherapist,BPTh/BPT,17,CV Raman Nagar,Bangalore,100,26,700
Dr. Vedha Valli   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Whitefield,Bangalore,100,21,300
Dr. Kiran S Murthy   (Physiotherapist),Physiotherapist,"BPTh/BPT, Fellowship in Sports Science (FSS)",26,Banashankari 2nd Stage,Bangalore,97,807,400
Dr. Karthikeyan   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Electronics City,Bangalore,99,78,500
Dr. Nice Mathew   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",13,MS Palya,Bangalore,98,52,350
Dr. Prof. Madan Mohan M.R.   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,15,Rajajinagar,Bangalore,98,52,400
Dr. Fiza Taj Samadh   (Physiotherapist),Physiotherapist,BPTh/BPT,15,CV Raman Nagar,Bangalore,82,28,300
Dr. Pooja S.M   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14,Hoodi,Bangalore,100,77,350
Dr. Pratik Desai   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",13,HSR Layout,Bangalore,99,521,600
Dr. Dimpy Gohrani   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",11,Hebbal,Bangalore,100,58,500
Dr. Maithily Kulkarni   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",7,Bellandur,Bangalore,100,58,650
Dr. Kamalika M Bhattacharya   (Physiotherapist),Physiotherapist,BPTh/BPT,25,Kadubeesanahalli,Bangalore,99,137,500
Dr. T. Hari Priya   (Physiotherapist),Physiotherapist,BPTh/BPT,4,HSR Layout,Bangalore,99,137,300
Dr. Sudin Maharjan   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",11,Banashankari 3rd Stage,Bangalore,99,137,350
Dr. Sambit Kumar Lenka   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",5,Mahadevapura,Bangalore,99,137,500
Dr. Anita Jain   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",9,Sarjapur Road,Bangalore,99,137,500
Dr. Kiran Yadav   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",12,BTM Layout,Bangalore,99,137,500
Dr. Durga Joshi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",6,Vasanthnagar,Bangalore,99,137,1500
Dr. Nikitha Sowmya.N   (Physiotherapist),Physiotherapist,BPTh/BPT,5,HSR Layout,Bangalore,99,137,300
Dr. Helen S   (Physiotherapist),Physiotherapist,BPTh/BPT,5,CV Raman Nagar,Bangalore,99,137,250
Dr. Venkata Bharath Kumar   (Physiotherapist),Physiotherapist,MPTh/MPT - Sports Physiotherapy,4,Koramangala 5 Block,Bangalore,99,137,500
Dr. Devendra Naik   (Physiotherapist),Physiotherapist,BPTh/BPT,3,CV Raman Nagar,Bangalore,99,137,250
